Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
Q9H444	reviewed	CHM4B_HUMAN	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2)	CHMP4B C20orf178 SHAX1	autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; exit from mitosis [GO:0010458]; late endosome to lysosome transport [GO:1902774]; late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; macroautophagy [GO:0016236]; maintenance of lens transparency [GO:0036438]; membrane fission [GO:0090148]; midbody abscission [GO:0061952]; mitotic cytokinesis [GO:0000281]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body assembly [GO:0036258]; multivesicular body sorting pathway [GO:0071985]; multivesicular body-lysosome fusion [GO:0061763]; nervous system process [GO:0050877]; nuclear membrane reassembly [GO:0031468]; nucleus organization [GO:0006997]; plasma membrane repair [GO:0001778]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; protein polymerization [GO:0051258]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; regulation of centrosome duplication [GO:0010824]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway [GO:0090611]; vesicle budding from membrane [GO:0006900]; vesicle fusion with vacuole [GO:0051469]; viral budding [GO:0046755]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
Q9H4H8	reviewed	FA83D_HUMAN	Protein FAM83D (Spindle protein CHICA)	FAM83D C20orf129	cell division [GO:0051301]; cell migration [GO:0016477]; cell population proliferation [GO:0008283]; epithelial to mesenchymal transition [GO:0001837]; metaphase chromosome alignment [GO:0051310]; positive regulation of cell cycle G1/S phase transition [GO:1902808]; protein localization to mitotic spindle [GO:1902480]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of protein catabolic process [GO:0042176]; regulation of TOR signaling [GO:0032006]; signal transduction [GO:0007165]
Q9H6D7	reviewed	HAUS4_HUMAN	HAUS augmin-like complex subunit 4	HAUS4 C14orf94	cell division [GO:0051301]; centrosome cycle [GO:0007098]; regulation of microtubule nucleation [GO:0010968]; spindle assembly [GO:0051225]
Q9H6H4	reviewed	REEP4_HUMAN	Receptor expression-enhancing protein 4	REEP4 C8orf20 PP432	cell division [GO:0051301]; endoplasmic reticulum tubular network organization [GO:0071786]; mitotic nuclear membrane reassembly [GO:0007084]; nuclear envelope organization [GO:0006998]
Q9H7Z3	reviewed	NRDE2_HUMAN	Nuclear exosome regulator NRDE2 (Protein NRDE2 homolog)	NRDE2 C14orf102	cell division [GO:0051301]; DNA damage response [GO:0006974]; mitotic cell cycle [GO:0000278]; mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; negative regulation of RNA catabolic process [GO:1902369]; positive regulation of RNA export from nucleus [GO:0046833]; regulatory ncRNA-mediated heterochromatin formation [GO:0031048]; RNA splicing [GO:0008380]
Q9H8V3	reviewed	ECT2_HUMAN	Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene)	ECT2	activation of GTPase activity [GO:0090630]; activation of protein kinase activity [GO:0032147]; bicellular tight junction assembly [GO:0070830]; cell differentiation [GO:0030154]; cell morphogenesis [GO:0000902]; cellular response to calcium ion [GO:0071277]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to ionizing radiation [GO:0071479]; intracellular signal transduction [GO:0035556]; mitotic cytokinesis [GO:0000281]; nervous system development [GO:0007399]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cytokinesis [GO:0032467]; positive regulation of GTPase activity [GO:0043547]; positive regulation of mitotic cytokinetic process [GO:1903438]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of protein import into nucleus [GO:0042307]; protein homooligomerization [GO:0051260]; protein transport [GO:0015031]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of cytokinesis, actomyosin contractile ring assembly [GO:2000431]; regulation of protein kinase activity [GO:0045859]; regulation of small GTPase mediated signal transduction [GO:0051056]
Q9H900	reviewed	ZWILC_HUMAN	Protein zwilch homolog (hZwilch)	ZWILCH	cell division [GO:0051301]; mitotic spindle assembly checkpoint signaling [GO:0007094]; protein localization to kinetochore [GO:0034501]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]
Q9H981	reviewed	ARP8_HUMAN	Actin-related protein 8 (hArp8) (INO80 complex subunit N)	ACTR8 ARP8 INO80N	cell division [GO:0051301]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of DNA-templated transcription [GO:0006355]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]
Q9HBM1	reviewed	SPC25_HUMAN	Kinetochore protein Spc25 (hSpc25)	SPC25 SPBC25 AD024	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic spindle assembly checkpoint signaling [GO:0007094]; mitotic spindle organization [GO:0007052]
Q9HC35	reviewed	EMAL4_HUMAN	Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120)	EML4 C2orf2 EMAPL4	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; mitotic metaphase chromosome alignment [GO:0007080]
Q9HC77	reviewed	CENPJ_HUMAN	Centromere protein J (CENP-J) (Centrosomal P4.1-associated protein) (LAG-3-associated protein) (LYST-interacting protein 1)	CENPJ CPAP LAP LIP1	astral microtubule nucleation [GO:0030954]; cell division [GO:0051301]; centriole elongation [GO:0061511]; centriole replication [GO:0007099]; cilium assembly [GO:0060271]; microtubule nucleation [GO:0007020]; microtubule polymerization [GO:0046785]; motile cilium assembly [GO:0044458]; non-motile cilium assembly [GO:1905515]; positive regulation of centriole elongation [GO:1903724]; positive regulation of centriole replication [GO:0046601]; positive regulation of establishment of protein localization [GO:1904951]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of non-motile cilium assembly [GO:1902857]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of spindle assembly [GO:1905832]; regulation of centriole replication [GO:0046599]; regulation of mitotic spindle organization [GO:0060236]; smoothened signaling pathway [GO:0007224]
Q9HC98	reviewed	NEK6_HUMAN	Serine/threonine-protein kinase Nek6 (EC 2.7.11.34) (Never in mitosis A-related kinase 6) (NimA-related protein kinase 6) (Protein kinase SID6-1512)	NEK6	apoptotic process [GO:0006915]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic nuclear membrane disassembly [GO:0007077]; mitotic spindle organization [GO:0007052]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cellular senescence [GO:2000772]; regulation of mitotic cell cycle [GO:0007346]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; spindle assembly [GO:0051225]
Q9HD42	reviewed	CHM1A_HUMAN	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1)	CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1	autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; cell division [GO:0051301]; endosome transport via multivesicular body sorting pathway [GO:0032509]; ESCRT III complex disassembly [GO:1904903]; late endosome to lysosome transport [GO:1902774]; late endosome to vacuole transport [GO:0045324]; membrane fission [GO:0090148]; midbody abscission [GO:0061952]; mitotic chromosome condensation [GO:0007076]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body assembly [GO:0036258]; multivesicular body sorting pathway [GO:0071985]; multivesicular body-lysosome fusion [GO:0061763]; negative regulation of gene expression [GO:0010629]; nuclear membrane reassembly [GO:0031468]; nucleus organization [GO:0006997]; plasma membrane repair [GO:0001778]; protein transport [GO:0015031]; regulation of centrosome duplication [GO:0010824]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; vesicle fusion with vacuole [GO:0051469]; vesicle-mediated transport [GO:0016192]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
Q9NPB6	reviewed	PAR6A_HUMAN	Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A) (PAR6C) (Tax interaction protein 40) (TIP-40)	PARD6A PAR6A	cell division [GO:0051301]; cell-cell junction maintenance [GO:0045217]; centrosome cycle [GO:0007098]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of protein localization to centrosome [GO:1904781]; positive regulation of protein secretion [GO:0050714]; regulation of cellular localization [GO:0060341]; viral process [GO:0016032]
Q9NQ86	reviewed	TRI36_HUMAN	E3 ubiquitin-protein ligase TRIM36 (EC 2.3.2.27) (RING finger protein 98) (RING-type E3 ubiquitin transferase TRIM36) (Tripartite motif-containing protein 36) (Zinc-binding protein Rbcc728)	TRIM36 RBCC728 RNF98	acrosome reaction [GO:0007340]; mitotic cytokinesis [GO:0000281]; regulation of cell cycle [GO:0051726]; regulation of microtubule cytoskeleton organization [GO:0070507]; spindle organization [GO:0007051]
Q9NQR1	reviewed	KMT5A_HUMAN	N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.361) (Lysine N-methyltransferase 5A) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8)	KMT5A PRSET7 SET07 SET8 SETD8	cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peptidyl-lysine monomethylation [GO:0018026]; regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043516]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9NQS7	reviewed	INCE_HUMAN	Inner centromere protein	INCENP	chromosome segregation [GO:0007059]; meiotic spindle midzone assembly [GO:0051257]; metaphase chromosome alignment [GO:0051310]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281]; mitotic spindle assembly [GO:0090307]; mitotic spindle midzone assembly [GO:0051256]; positive regulation of attachment of mitotic spindle microtubules to kinetochore [GO:1902425]; positive regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090267]; positive regulation of mitotic cytokinesis [GO:1903490]; positive regulation of mitotic sister chromatid separation [GO:1901970]
Q9NQW6	reviewed	ANLN_HUMAN	Anillin	ANLN	actomyosin contractile ring assembly [GO:0000915]; hematopoietic progenitor cell differentiation [GO:0002244]; mitotic cytokinesis [GO:0000281]; podocyte cell migration [GO:0090521]; positive regulation of bleb assembly [GO:1904172]; regulation of exit from mitosis [GO:0007096]; septin ring assembly [GO:0000921]; septin ring organization [GO:0031106]
Q9NQY0	reviewed	BIN3_HUMAN	Bridging integrator 3	BIN3	actin cortical patch localization [GO:0051666]; actin filament organization [GO:0007015]; cytoskeleton-dependent cytokinesis [GO:0061640]; division septum assembly [GO:0000917]; endocytosis [GO:0006897]; myoblast migration involved in skeletal muscle regeneration [GO:0014839]; plasma membrane tubulation [GO:0097320]; protein localization [GO:0008104]; regulation of lamellipodium assembly [GO:0010591]; skeletal muscle fiber development [GO:0048741]; unidimensional cell growth [GO:0009826]
Q9NR09	reviewed	BIRC6_HUMAN	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	BIRC6 KIAA1289	apoptotic process [GO:0006915]; cell division [GO:0051301]; cell population proliferation [GO:0008283]; labyrinthine layer development [GO:0060711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; positive regulation of cell population proliferation [GO:0008284]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of cell population proliferation [GO:0042127]; regulation of cytokinesis [GO:0032465]; spongiotrophoblast layer development [GO:0060712]
Q9NRM7	reviewed	LATS2_HUMAN	Serine/threonine-protein kinase LATS2 (EC 2.7.11.1) (Kinase phosphorylated during mitosis protein) (Large tumor suppressor homolog 2) (Serine/threonine-protein kinase kpm) (Warts-like kinase)	LATS2 KPM	canonical Wnt signaling pathway [GO:0060070]; cell division [GO:0051301]; G1/S transition of mitotic cell cycle [GO:0000082]; hippo signaling [GO:0035329]; hormone-mediated signaling pathway [GO:0009755]; inner cell mass cell fate commitment [GO:0001827]; inner cell mass cellular morphogenesis [GO:0001828]; intracellular signal transduction [GO:0035556]; keratinocyte differentiation [GO:0030216]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of protein localization to nucleus [GO:1900181]; positive regulation of apoptotic process [GO:0043065]; protein localization [GO:0008104]; protein phosphorylation [GO:0006468]; regulation of organ growth [GO:0046620]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]
